long_name,overall,potential,cluster
Jack Clarke,73,83,0
Osame Sahraoui,73,83,0
João Pedro Junqueira de Jesus,73,83,0
Tanguy-Austin Nianzou Kouassi,73,83,0
Issa Kaboré,73,83,0
Lesley Chimuanya Ugochukwu,73,83,0
Lucas Gourna-Douath,73,83,0
Amar Dedić,73,83,0
Mees Hilgers,73,83,0
Miguel Ângelo Gomes Ferreira Magalhães,73,83,0
Julen Agirrezabala,73,83,1
Abdessamad Ezzalzouli,73,83,0
Leo Skiri Østigård,73,82,0
Jørgen Strand Larsen,73,82,0
Yacine Adli,73,82,0
Hernán Darío López Muñoz,73,82,0
Joshua Orobosa Zirkzee,73,82,0
Crysencio Summerville,73,82,0
Aster Jan Vranckx,73,82,0
Fábio Daniel Soares Silva,73,82,0
Alejandro Francés Torrijo,73,82,0
Anthony David Junior Elanga,73,82,0
Aimar Oroz Huarte,73,82,0
Simon Adingra,73,82,0
Quentin Merlin,73,82,0
Antonio Blanco Conde,73,82,0
Largie Ramazani,73,81,0
Cyril Ngonge,73,81,0
Michał Karbownik,73,81,0
Nazareno Colombo,73,81,0
Facundo Daniel Torres Pérez,73,81,0
Santiago Simón,73,81,0
Aaron Nicolás Molinas,73,81,0
Illia Zabarnyi,73,81,0
Martin Vitík,73,81,0
Ignacio Ezequiél Agustín Fernández Carballo,73,81,0
Yira Collins Sor,73,81,0
Brandon Vázquez Toledo,73,80,0
Marcin Bułka,73,80,1
Matteo Gabbia,73,80,0
Caoimhin Kelleher,73,80,1
Alejandro Centelles Plaza,73,80,0
Pol Lozano Vizuete,73,80,0
Maximilian Bauer,73,80,0
Ignacio Peña Sotorres,73,80,1
Valery Fernández Estrada,73,80,0
Mads Bidstrup,73,80,0
Yari Verschaeren,73,80,0
Maxim De Cuyper,73,80,0
Juan José Cáceres,73,80,0
Emiliano Martínez Toranza,73,80,0
David Zima,73,80,0
Lazar Samardžić,73,80,0
Luca Netz,73,80,0
Michel Ange Balikwisha,73,80,0
Eliot Matazo,73,80,0
João Victor da Silva Marcelino,73,80,0
Luis Henrique Barros Lopes,73,80,0
Rafiu Durosinmi,73,80,0
Auston Levi-Jesaiah Trusty,73,79,0
Gabriel Gudmundsson,73,79,0
Jorge Cuenca Barreno,73,79,0
Romano Christian Schmid,73,79,0
Myron Boadu,73,79,0
Facundo Tomás Garcés,73,79,0
Manuel Morlanes Ariño,73,79,0
Josha Mamadou Karaboue Vagnoman,73,79,0
Finn Gilbert Dahmen,73,79,1
Jens-Lys Michel Cajuste,73,79,0
Jayden Bogle,73,79,0
Dominik Kotarski,73,79,1
Abdul-Aziz Yakubu,73,79,0
Angelo Stiller,73,79,0
Flavius David Daniliuc,73,79,0
Kamil Piątkowski,73,79,0
Ismail Joshua Jakobs,73,79,0
Hjalmar Ekdal,73,79,0
Johann Lepenant,73,79,0
Cameron Archer,73,79,0
Dion Lopy,73,79,0
Cheikh Ahmadou Bamba Mbacke Dieng,73,79,0
David Jurásek,73,79,0
Alexsandro Victor Souza Ribeiro,73,79,0
Asier Villalibre Molina,73,78,0
Iván Villar Martínez,73,78,1
Ben Sheaf,73,78,0
Ianis Hagi,73,78,0
Jacob Bruun Larsen,73,78,0
Dimitry Bertaud,73,78,1
Pedro Miguel Almeida Lopes Pereira,73,78,0
Silvan Hefti,73,78,0
Pelenda Joshua Tunga Dasilva,73,78,0
Lloyd Kelly,73,78,0
Antonio Latorre Grueso,73,78,0
Jens Odgaard,73,78,0
Dante Vanzeir,73,78,0
Josh Maja,73,78,0
Gerardo Daniel Arteaga Zamora,73,78,0
Calvin Stengs,73,78,0
Filip Ugrinic,73,78,0
Oliver Christensen,73,78,1
Nahuel Lautaro Bustos,73,78,0
Arnór Sigurðsson,73,78,0
Ron Schallenberg,73,78,0
Pascal Struijk,73,78,0
Maximillian James Aarons,73,78,0
Martín Ismael Payero,73,78,0
Håkon Evjen,73,78,0
Johan Stiven Carbonero Balanta,73,78,0
Jurgen Ekkelenkamp,73,78,0
Jaidon Anthony,73,78,0
홍현석 Hyeon Seok Hong,73,78,0
Fernando Dos Santos Pedro,73,78,0
Won Sang Um,73,78,0
Raoul Bellanova,73,78,0
Marcos Antonio Silva Santos,73,78,0
Andrés Llinás Montejo,73,78,0
上田 綺世,73,78,0
Isaiah Jones,73,78,0
Oier Zarraga Egaña,73,78,0
André Filipe Russo Franco,73,78,0
Sead Hakšabanović,73,77,0
Dael Fry,73,77,0
Jean-Victor Makengo,73,77,0
Kelvin Amian Adou,73,77,0
Axel Tuanzebe,73,77,0
Ronaël Julien Pierre-Gabriel,73,77,0
Abdülkadir Ömür,73,77,0
Yann Dorgelès Isaac Karamoh,73,77,0
Mark Travers,73,77,1
Carel Willem Hendrik Eiting,73,77,0
Erhan Mašović,73,77,0
Ilias Chair,73,77,0
Frank Ogochukwu Onyeka,73,77,0
Chris Führich,73,77,0
Joshua Thomas Sargent,73,77,0
Kristian Thorstvedt,73,77,0
Lucas Perrin,73,77,0
José Antonio Paradela,73,77,0
Junior Alexis Hernández Angulo,73,77,0
Luke Thomas,73,77,0
Senne Lynen,73,77,0
Lautaro Díaz,73,77,0
John Souttar,73,76,0
Ezequiel Ponce Martínez,73,76,0
Dawid Igor Kownacki,73,76,0
Antonio Sivera Salvá,73,76,1
Timo Baumgartl,73,76,0
Javairô Dilrosun,73,76,0
Scott McKenna,73,76,0
Marvin Mehlem,73,76,0
Joël Drommel,73,76,1
Luca Daniel de la Torre,73,76,0
Harry James Souttar,73,76,0
Christ-Emmanuel Faitout Maouassa,73,76,0
Gautier Larsonneur,73,76,1
Jacob Vandsø Rasmussen,73,76,0
Enrique Pérez Muñoz,73,76,0
Michel Aebischer,73,76,0
Bruno Ricardo Valdez Wilson,73,76,0
Moussa Djenepo,73,76,0
Gédéon Kalulu Kyatengwa,73,76,0
Hervé Kouakou Koffi,73,76,1
Teddy Lia Okou,73,76,0
Nathaniel Phillips,73,76,0
Rogério Oliveira da Silva,73,76,0
Manuel Javier Vallejo Galván,73,76,0
Giangiacomo Magnani,73,76,0
Imrân Louza,73,76,0
Mohamed Ali Camara,73,76,0
Hugo Magnetti,73,76,0
Boubakar Kouyaté,73,76,0
Meschack Elia Lina,73,76,0
Douglas Augusto Soares Gomes,73,76,0
Joseph Stanley Okumu,73,76,0
Jérémy Le Douaron,73,76,0
Emir Sahiti,73,76,0
Oday Dabbagh,73,76,0
David Douděra,73,76,0
Ben Davies,73,75,0
Paweł Marek Dawidowicz,73,75,0
Maxime Crépeau,73,75,1
Brendan Chardonnet,73,75,0
Alexander Schlager,73,75,1
Edimilson Fernandes Ribeiro,73,75,0
Matthew Miazga,73,75,0
Rúnar Alex Rúnarsson,73,75,1
Paul Jean François Bernardoni,73,75,1
Temitayo Olufisayo Olaoluwa Aina,73,75,0
Jack Hendry,73,75,0
Giuseppe Pezzella,73,75,0
Yusuf Yazıcı,73,75,0
Cédric Jan Itten,73,75,0
David Turnbull,73,75,0
백승호 Seung Ho Paik,73,75,0
Umut Dilan Bozok,73,75,0
Denis Vavro,73,75,0
Mateo Carabajal,73,75,0
Ignatius Kpene Ganago,73,75,0
Jorman David Campuzano Puentes,73,75,0
André Oliveira Silva,73,75,0
Óscar Gil Regaño,73,75,0
Aiyegun Tosin,73,75,0
Matías Nicolás Viña Susperreguy,73,75,0
Leonardo Nascimento Lopes de Souza,73,75,0
Thomas Kaminski,73,74,1
Daniel Bentley,73,74,1
Marius Müller,73,74,1
Björn Engels,73,74,0
Darragh Lenihan,73,74,0
Jean-Charles Castelletto,73,74,0
Gauthier Gallon,73,74,1
Rúben Miguel Nunes Vezo,73,74,0
Carlos Fernández Luna,73,74,0
Jack Stacey,73,74,0
Miloš Veljković,73,74,0
Carlos Armando Gruezo Arboleda,73,74,0
Mathias Antonsen Normann,73,74,0
Manolis Saliakas,73,74,0
Isaac Ajayi Success,73,74,0
Theoson-Jordan Siebatcheu Pefok,73,74,0
Bart Ramselaar,73,74,0
Oliver Abildgaard,73,74,0
Matthieu Udol,73,74,0
Fabien Centonze,73,74,0
Joseph Oluwaseyi Temitope Ayodele-Aribo,73,74,0
José Carlos Ferreira Júnior,73,74,0
Mathieu Cafaro,73,74,0
Diogo António Cupido Gonçalves,73,74,0
Fahd Moufi,73,74,0
Jakob Glesnes,73,74,0
Alessio Castro-Montes,73,74,0
Qazim Laçi,73,74,0
Sergio Fernando Peña Flores,73,74,0
Andrés Felipe Román Mosquera,73,74,0
Gastón Alberto Togni,73,74,0
Jack Elliott,73,74,0
Atakan Karazor,73,74,0
Mihailo Ristić,73,74,0
Samuel Moutoussamy,73,74,0
Youcef Atal,73,74,0
Héctor Junior Firpo Adamés,73,74,0
Franco David Moyano,73,74,0
髙丘 陽平,73,74,1
Yohann Magnin,73,74,0
Nicolai Vallys,73,74,0
Giorgos Kyriakopoulos,73,74,0
Ercan Kara,73,74,0
Gastón Américo Benavídez,73,74,0
Craig Sinclair Gordon,73,73,1
Luís Carlos Almeida da Cunha,73,73,0
José Paolo Guerrero Gonzáles,73,73,0
Charles Joseph John Hart,73,73,1
Benoît Costil,73,73,1
Jorge Carlos Carranza,73,73,1
Mauro Boselli,73,73,0
Hugo Rodallega Martínez,73,73,0
José Carlos Gonçalves Rodrigues,73,73,0
Jack Cork,73,73,0
Jay Rodriguez,73,73,0
Wayne Robert Hennessey,73,73,1
Lorenzo De Silvestri,73,73,0
Tim Krul,73,73,1
Lasse Schøne,73,73,0
Marco Mancosu,73,73,0
Mariano Gonzalo Andújar,73,73,1
Sven Kums,73,73,0
Alexandre Roger Oukidja,73,73,1
Marouane Fellaini-Bakkioui,73,73,0
Kamil Grosicki,73,73,0
Javier Hernán García,73,73,1
기성용 寄诚庸,73,73,0
長谷 部誠,73,73,0
Albin Ekdal,73,73,0
Mamadou Sakho,73,73,0
Moussa Sissoko,73,73,0
André de Castro Pereira,73,73,0
Anthony Christian Moris,73,73,1
Chris Basham,73,73,0
Ismaël Traoré,73,73,0
Vasco Herculano Salgado Cunha Mango Fernandes,73,73,0
Bernardo José Espinosa Zúñiga,73,73,0
Matías Ezequiel Suárez,73,73,0
Ryad Boudebouz,73,73,0
Mehdi Abeid,73,73,0
Bas Leon Dost,73,73,0
Serdar Aziz,73,73,0
José Salomón Rondón Giménez,73,73,0
Nélson Miguel Castro Oliveira,73,73,0
Kevin Strootman,73,73,0
José Ángel Valdés Díaz,73,73,0
Sebastián Marcelo Blanco,73,73,0
Manuel Gulde,73,73,0
Omar Elabdellaoui,73,73,0
Luigi Sepe,73,73,1
Johann Berg Guðmunds­son,73,73,0
Patrick Mortensen,73,73,0
吉田 麻也,73,73,0
Andrea Bertolacci,73,73,0
Shane Patrick Michael Duffy,73,73,0
Allan-Roméo Nyom,73,73,0
Vid Belec,73,73,1
Nick Viergever,73,73,0
Guido Burgstaller,73,73,0
Osmar Ibáñez Barba,73,73,0
Adam Forshaw,73,73,0
Juan Carlos Martín Corral,73,73,1
Jens Toornstra,73,73,0
Timothy Michael Ream,73,73,0
Cláudio Pires de Morais Ramos,73,73,1
Sergio León Limones,73,73,0
Grant Hanley,73,73,0
Alexander Domínguez Carabalí,73,73,1
Dennis Appiah,73,73,0
Ilie Sánchez Farrés,73,73,0
Erik Sviatchenko,73,73,0
Pavao Pervan,73,73,1
Marco Jhonnier Pérez Murillo,73,73,0
Anaitz Arbilla Zabala,73,73,0
Bakary Adama Soumaoro,73,73,0
Jorge Pulido Mayoral,73,73,0
Nacer Chadli,73,73,0
Pedro Filipe Teodósio Mendes,73,73,0
John David Lundstram,73,73,0
Tolga Ciğerci,73,73,0
Cédric Ricardo Alves Soares,73,73,0
Toni Šunjić,73,73,0
Gastón Exequiel Ramírez Pereyra,73,73,0
Juan Carlos Pérez López,73,73,0
Layvin Kurzawa,73,73,0
김영권 金英权,73,73,0
Ohi Anthony Kwoeme Omoijuanfo,73,73,0
Andreas Evald Cornelius,73,73,0
Stuart Armstrong,73,73,0
Grégoire Defrel,73,73,0
Kevin Müller,73,73,1
Gustavo Lucas Domingues Piazón,73,73,0
Jack Butland,73,73,1
Diego Ferney Chara Zamora,73,73,0
Leonardo Jesus Loureiro Bittencourt,73,73,0
Mohamed Amine Elyounoussi,73,73,0
Bruno Zuculini,73,73,0
Gabriel Agustín Hauche,73,73,0
Lévy Koffi Djidji,73,73,0
Eric Fernando Botteghin,73,73,0
Tomáš Vaclík,73,73,1
Ibrahim Šehić,73,73,1
Paul Dummett,73,73,0
Fabio Lucioni,73,73,0
Mick van Buren,73,73,0
Víctor Yoshimar Yotún Flores,73,73,0
Mauricio Ernesto Pereyra Antonini,73,73,0
Charlie Taylor,73,73,0
Yanick Brecher,73,73,1
Iván Sánchez Aguayo,73,73,0
Carlos Clerc Martínez,73,73,0
Benjamin Mendy,73,73,0
Florian Tristan Mariano Thauvin,73,73,0
Iván Rodrigo Piris Leguizamón,73,73,0
Okay Yokuşlu,73,73,0
Ryan Fredericks,73,73,0
Kemar Roofe,73,73,0
Jan Kopic,73,73,0
Soualiho Meïté,73,73,0
Anthony Rubén Lozano Colón,73,73,0
Carlos Andrés Sánchez Arcosa,73,73,0
Mirko Pigliacelli,73,73,1
Valerio Verre,73,73,0
Gastón Brugman Duarte,73,73,0
Stefano Denswil,73,73,0
Ezgjan Alioski,73,73,0
Serdar Dursun,73,73,0
Paul Nardi,73,73,1
Pedro Bigas Rigo,73,73,0
Denis Cheryshev,73,73,0
Mikael Ishak,73,73,0
Patricio Julián Rodríguez,73,73,0
Emil Henry Kristoffer Krafth,73,73,0
Roger Martí Salvador,73,73,0
Ryan Fraser,73,73,0
Danny Ward,73,73,1
Christophe Hérelle,73,73,0
Fabian Holland,73,73,0
Óscar Plano Pedreño,73,73,0
Alexander Ian Grant,73,73,0
Florent Mollet,73,73,0
Birama Touré,73,73,0
Tomasz Karol Kędziora,73,73,0
Garry Mendes Rodrigues,73,73,0
Albert Rusnák,73,73,0
Niko Gießelmann,73,73,0
Patrick Drewes,73,73,1
Frederico André Ferrão Venâncio,73,73,0
Jonathan David Gómez,73,73,0
Tom Lawrence,73,73,0
Rafael Czichos,73,73,0
Casper Højer Nielsen,73,73,0
Matt Grimes,73,73,0
Lazar Marković,73,73,0
Mikkel Desler,73,73,0
Nikola Storm,73,73,0
Jamie Maclaren,73,73,0
Christopher Lenz,73,73,0
Issiaga Sylla,73,73,0
Roberto Insigne,73,73,0
Paul Ebere Onuachu,73,73,0
Davie Selke,73,73,0
Jimmy Cabot,73,73,0
Rhys James Evitt-Healey,73,73,0
Sven van Beek,73,73,0
Frank Opoku Acheampong,73,73,0
Aderllan Leandro de Jesus Santos,73,73,0
Jonathan Osorio,73,73,0
Glen Adjei Kamara,73,73,0
Joe Rothwell,73,73,0
Eduard Sobol,73,73,0
Ager Aketxe Barrutia,73,73,0
Rafael Enrique Pérez Almeida,73,73,0
Raúl Alberto Loaiza Morelos,73,73,0
Federico Rasmussen,73,73,0
Gerard Gumbau Garriga,73,73,0
Francisco Andrés Pizzini,73,73,0
Bruno Félix Bianchi Massey,73,73,0
Lucas Ariel Menossi,73,73,0
Mauricio Luciano Lollo,73,73,0
Martín Cauteruccio Rodríguez,73,73,0
Deniz Türüç,73,73,0
Cédric Brunner,73,73,0
Alireza Jahanbakhsh,73,73,0
Rafael Marcelo Delgado,73,73,0
Arijan Ademi,73,73,0
Domagoj Antolić,73,73,0
Richard Ortiz Busto,73,73,0
Gonçalo Mendes Paciência,73,73,0
Kieffer Roberto Francisco Moore,73,73,0
Carlos Manuel Cardoso Mané,73,73,0
Lukas Reiff Lerager,73,73,0
Henrique Silva Milagres,73,73,0
Roger Beyker Martínez Tobinson,73,73,0
Tiemoué Bakayoko,73,73,0
Néstor Abraham Camacho Ledesma,73,73,0
Jean-Eudès Aholou,73,73,0
Niclas Eliasson Santana,73,73,0
Ulrik Saltnes,73,73,0
Elías José Gómez,73,73,0
Andrés Felipe Mosquera Marmolejo,73,73,1
Luca Mazzitelli,73,73,0
Mariano Díaz Mejía,73,73,0
Nahuel Hernán Losada,73,73,1
Francisco David Fydriszewski,73,73,0
Petros Matheus dos Santos Araújo,73,73,0
Fabián Ariel Noguera,73,73,0
Krzysztof Piątek,73,73,0
Aleksandar Pešić,73,73,0
Jaime Mata Arnaiz,73,73,0
Leart Paqarada,73,73,0
Marcelo Javier Cabrera Rivero,73,73,0
Maximilian Wittek,73,73,0
Jean-Luc Mamadou Diarra Dompé,73,73,0
Andrés Felipe Ibargüen García,73,73,0
Adam Masina,73,73,0
Pedro David Gallese Quiróz,73,73,1
Gonzalo Nicolás Martínez,73,73,0
Haris Hajradinović,73,73,0
Jakub Jankto,73,73,0
David Matías Barbona,73,73,0
Fábio Gonçalves Abreu,73,73,0
Braian Ezequiel Romero,73,73,0
Diego Francisco Viera Ruiz Díaz,73,73,0
Alexis Pedro Canelo,73,73,0
Samuel Adeniyi Adegbenro,73,73,0
Robin Lod,73,73,0
José Carlos Lazo Romero,73,73,0
Jaime Tomás Abravanel Mestres,73,73,1
Frederico Peter Cabral Bardini,73,73,1
Otávio Alberto Cairinho Monteiro,73,73,0
Lúcio Anselmo Calegario Pitta,73,73,0
Caio Welson Chissano Dourado,73,73,0
Paulson Otávio Junqueira Gonçalves,73,73,0
Juliano Wagner Mascarinhas Concp.,73,73,0
Nicolás Júlio Formido Paiva,73,73,0
Guto Ramón Costinho Ribeiro,73,73,0
Michel David Cruceiro Muscato,73,73,0
Emanuel Breno Teixeira Rocha,73,73,0
Jonas Welson Damasto Orsi,73,73,0
Jeff Nazario Meire Costinho,73,73,0
Márcio Anderson Tramontino Sá,73,73,0
Nathan Walter Neves Bessa,73,73,0
Thomas Nicolas Silva Rangel,73,73,0
Pavel de Jesus Serra Fonseca,73,73,0
Enaldo Charles Toxeto Reis,73,73,0
Fabrio Sandro Farinha Donatelo,73,73,0
Leonardo Luis Sandelas Junior,73,73,0
Darío Filipe Esteiro Cortejo,73,73,0
Luis David Couprins Acuna,73,73,0
Nuno Caio Lisareda Abravanel,73,73,0
Claudiano Vair Paes Neto,73,73,0
Marlon Lourival Nideiro Cintra,73,73,0
Fabrício Sandro Arnoia Sepa,73,73,0
Cryzan da Cruz Queiroz Barcelos,73,73,0
Philana Tinotenda Kadewere,73,73,0
Saviour Amunde Godwin,73,73,0
Filip Krovinović,73,73,0
Jamiro Gregory Monteiro Alvarenga,73,73,0
Filippo Bandinelli,73,73,0
Romain Del Castillo,73,73,0
Daniel Felipe Cataño Torres,73,73,0
Andraž Šporar,73,73,0
Diego Martín Zabala Morales,73,73,0
Milad Mohammadi Keshmarzi,73,73,0
Mikel Villanueva Álvarez,73,73,0
Fernando Vicente Gaibor Orellana,73,73,0
Amath Ndiaye Diedhiou,73,73,0
Vágner Joshua Corraldo Santoso,73,73,0
Jair Amador Silos,73,73,0
Salvador Sánchez Ponce,73,73,0
Aleksandar Sedlar,73,73,0
Dimitri Liénard,73,73,0
Jhon Édison Mosquera Rebolledo,73,73,0
Giorgi Kvilitaia,73,73,0
Enzo Diogo Merques Gomes,73,73,0
Nildo Enaldo Reisão Dinis,73,73,0
Omer Atzili,73,73,0
Jan Sýkora,73,73,0
Gabriel Hernán Rojas,73,73,0
Oleksandr Zubkov,73,73,0
Oleksandr Karavaev,73,73,0
Julian Gressel,73,73,0
Philipp Förster,73,73,0
Vito van Crooij,73,73,0
Enzo Nahuel Copetti,73,73,0
Wilson Miguéis Manafá Jancó,73,73,0
Jadson Cristiano Silva de Morais,73,73,0
Christopher Antwi-Adjei,73,73,0
Christoph Zimmermann,73,73,0
Pasquale Mazzocchi,73,73,0
Tommaso Augello,73,73,0
Borna Barišić,73,73,0
Francisco Jesús Crespo García,73,73,0
Ali Gholizadeh,73,73,0
Enrique Gallego Puigsech,73,73,0
José Corpas Serna,73,73,0
Loïc Andre Terry Lapoussin,73,73,0
Felipe de Sousa Silva,73,73,0
Tomáš Chorý,73,73,0
Ibrahim Benjanim Traoré,73,73,0
Víctor Gustavo Velázquez Ramos,73,73,0
Francisco González Metilli,73,73,0
Pedro Alfredo Ortíz Angulo,73,73,1
Gregore de Magalhães da S.,73,73,0
Moustapha Zeghba,73,73,1
Matteo Luigi Brunori,73,73,0
Adrián Emmanuel Martínez,73,73,0
Gastón Hernán Olveira Echeverría,73,73,1
Farouk Chafaï,73,73,0
Andrés Alberto Desábato,73,73,1
Jakub Pešek,73,73,0
Adam Vlkanova,73,73,0
Ernest Appiah Nuamah,72,86,0
Stefan Bajcetic Maquieira,72,86,0
Iván Fresneda Corraliza,72,85,0
Arthur Vermeeren,72,85,0
Eliesse Ben Seghir,72,85,0
Jarrad Branthwaite,72,84,0
Giuliano Simeone Baldini,72,84,0
Elia Caprile,72,84,1
Alex Scott,72,84,0
Andy Joseph Pelmard,72,83,0
Fabricio Díaz Badaracco,72,83,0
Mohamed-Ali Cho,72,83,0
Alexander Ernesto Aravena Guzmán,72,83,0
Lorenzo Colombo,72,83,0
Kiliann Sildillia,72,83,0
Luca Daniel Langoni,72,83,0
Youssef Ramalho Chermiti,72,83,0
Arne Engels,72,83,0
Bernardo de Souza,72,83,0
Gianluca Cristiano Busio,72,82,0
Sepp van den Berg,72,82,0
Mujaid Sadick Aliu,72,82,0
James David Garner,72,82,0
Mohamed Daramy,72,82,0
Elliott Anderson,72,82,0
Douglas Matías Arezo Martínez,72,82,0
Andrés Federico Pereira Castelnoble,72,82,0
Nathan Kenneth Patterson,72,82,0
Yan Bueno Couto,72,82,0
Maurits Kjaergaard,72,82,0
Kevin Schade,72,82,0
Hugo Bueno López,72,82,0
Memeh Caleb Okoli,72,82,0
Matteo Cancellieri,72,82,0
Felix Ohene Afena-Gyan,72,82,0
Elias Jelert Kristensen,72,82,0
Mika Mármol Medina,72,82,0
Quilindschy Hartman,72,82,0
Francisco Fabián Álvarez,72,81,0
Morten Wetche Frendrup,72,81,0
Georginio Rutter,72,81,0
Valentin Gendrey,72,81,0
Mads Hermansen,72,81,1
Roberto López Alcaide,72,81,0
Jamie Leweling,72,81,0
アペルカンプ 真大 カール,72,81,0
Patrik Wålemark,72,81,0
Stefano Turati,72,81,1
Jan Thielmann,72,81,0
Santiago Mariano Rodríguez Molina,72,81,0
Pape Matar Sarr,72,81,0
Ameen Al Dakhil,72,81,0
Abner Vinicius da Silva Santos,72,81,0
Mattia Viti,72,81,0
Martín Satriano,72,81,0
Dango Aboubacar Faissal Ouattara,72,81,0
Pedro Gastón Álvarez Sosa,72,81,0
Dion Drena Beljo,72,81,0
Carlos Dotor Gonzalez,72,81,0
Daniel Peretz,72,81,1
Emanuel Vignato,72,80,0
James Hoban Sands,72,80,0
Keane Lewis-Potter,72,80,0
Immanuël-Johannes Pherai,72,80,0
Billy Gilmour,72,80,0
Emil Alfons Holm,72,80,0
Robert Navarro Muñoz,72,80,0
Alidu Seidu,72,80,0
Cenk Özkaçar,72,80,0
Agustín Álvarez Martínez,72,80,0
Victor Bernth Kristiansen,72,80,0
Christopher Maurice Wooh,72,80,0
Nicolás Valentini,72,80,0
Kamory Doumbia,72,80,0
Lorenzo Lucca,72,80,0
Franco Israel Wibmer,72,80,1
Alejandro Pozo Pozo,72,79,0
Hugo Vetlesen,72,79,0
Julien Ponceau,72,79,0
Sydney van Hooijdonk,72,79,0
Juan Diego Palacios Ricardo,72,79,0
András Schäfer,72,79,0
Derrick Arthur Köhn,72,79,0
Lilian Brassier,72,79,0
Nuno Miguel Valente Santos,72,79,0
Lucas Queiroz Canteiro,72,79,0
Riccieli Eduardo da Silva Júnior,72,79,0
Sven Mijnans,72,79,0
José Adoni Cifuentes Charcopa,72,79,0
Billal Brahimi,72,79,0
Filip Jörgensen,72,79,1
Ilaix Moriba,72,79,0
Gonzalo Damián Abrego,72,79,0
Barış Alper Yılmaz,72,79,0
Brenno Fraga,72,79,1
Jonathan Dubasin,72,79,0
Bradley Locko,72,79,0
Riley Patrick McGree,72,78,0
Lewis Travis,72,78,0
Rúben Gonçalo Silva Nascimento Vinagre,72,78,0
Dara Joseph O'Shea,72,78,0
Dimitrios Nikolaou,72,78,0
Alberto Dossena,72,78,0
Kelechi Nwakali,72,78,0
Jordi Mboula Queralt,72,78,0
Stanley Pierre N,72,78,0
Christoph Klarer,72,78,0
Batista Mendy,72,78,0
Alhassan Yusuf Abdullahi,72,78,0
Doğan Alemdar,72,78,1
Marcelo Alexis Weigandt,72,78,0
Tajon Buchanan,72,78,0
Paul Akouokou,72,78,0
Ilia Iliev Gruev,72,78,0
Valeriy Bondar,72,78,0
Patrick Osterhage,72,78,0
Jakov Medić,72,78,0
Alfie Doughty,72,78,0
Brian Alexis Ocampo Ferreira,72,78,0
Márton Dárdai,72,78,0
Ivor Pandur,72,78,1
Juan Carlos Portillo,72,78,0
Yorbe Vertessen,72,78,0
İsmail Yüksek,72,78,0
Vladan Kovačević,72,78,1
Bernardo Maria Morais Cardoso Vital,72,78,0
Leonardo Filipe Cruz Lelo,72,78,0
Antoine Makoumbou,72,78,0
Álvaro Djaló Dias Fernandes,72,78,0
Jorge Meré Pérez,72,77,0
Elijah Adebayo,72,77,0
Yan Brice Eteki,72,77,0
Maxim Leitsch,72,77,0
Steven Alzate,72,77,0
Lewis O'Brien,72,77,0
田中 青,72,77,0
Miles Gordon Robinson,72,77,0
Hannes Delcroix,72,77,0
Arnaud Bodart,72,77,1
Scott Edward Twine,72,77,0
Callum O'Hare,72,77,0
Felix Beijmo,72,77,0
Yunus Akgün,72,77,0
Luca Ranieri,72,77,0
Julián Simón Carranza,72,77,0
Antonio Moya Vega,72,77,0
Keaton Alexander Parks,72,77,0
Agustín Ezequiel Almendra,72,77,0
Brandon Williams,72,77,0
Gonzalo Ávila Gordón,72,77,0
Facundo Colidio,72,77,0
Marcelo Andrés Herrera Mansilla Barrios,72,77,0
Himad Abdelli,72,77,0
Juan Sebastián Pedroza Perdomo,72,77,0
Gue Sung Cho,72,77,0
Cheikh Ahmet Tidian Niasse,72,77,0
Fabian Kunze,72,77,0
Aleksa Terzić,72,77,0
Vitor Carvalho Vieira,72,77,0
Boško Šutalo,72,77,0
Morgan Guilavogui,72,77,0
Juan Antonio Iglesias Sánchez,72,77,0
Walid Cheddira,72,77,0
Gabriel Dal Toé Busanello,72,77,0
Krystian Bielik,72,76,0
Francisco Andrés Sierralta Carvallo,72,76,0
Peter Vindahl Jensen,72,76,1
Timothy Evans Fosu-Mensah,72,76,0
Stéphane Imad Diarra,72,76,0
Fredrik André Bjørkan,72,76,0
Siebe Van der Heyden,72,76,0
Juan Soriano Oropesa,72,76,1
Florian Müller,72,76,1
Jean Thierry Lazare Amani,72,76,0
Álvaro Fernández Llorente,72,76,1
Youssef Maleh,72,76,0
Patrick Cutrone,72,76,0
정우영 Woo Yeong Jeong,72,76,0
Philipp François Köhn,72,76,1
Carlos Miguel Coronel,72,76,1
Josep Martínez Riera,72,76,1
Pablo Martínez Andrés,72,76,0
Mert Müldür,72,76,0
Mahdi Camara,72,76,0
Aiham Hanz Ousou,72,76,0
岩田 智輝,72,76,0
Luca Jannis Kilian,72,76,0
Bruno Alberto Langa,72,76,0
Ayrton Enrique Costa,72,76,0
Daniel Boloca,72,76,0
Ignácio da Silva Oliveira,72,76,0
Mohammed Abu Fani,72,76,0
Max Lowe,72,75,0
Brayan Josué Cortés Fernández,72,75,1
Thierry Ambrose,72,75,0
Jonathan Torres,72,75,0
Robert Dickie,72,75,0
Federico San Emeterio Díaz,72,75,0
Mateusz Wieteska,72,75,0
Simone Bastoni,72,75,0
Kevin Nisbet,72,75,0
Mikkel Duelund Poulsen,72,75,0
Facundo Altamirano,72,75,1
Eric Joel Andersson,72,75,0
Hamza Choudhury,72,75,0
Óscar Eduardo Estupiñán Vallesilla,72,75,0
Thomas Ouwejan,72,75,0
